"기준연도","행정구역코드","통계항목","통계값"
2024,31230530,"to_in_007",10440
2024,31230530,"to_in_008",10449
2024,31230540,"to_in_001",57975
2024,31230540,"to_in_007",28065
2024,31230540,"to_in_008",29910
2024,31230560,"to_in_001",39584
2024,31230560,"to_in_007",19388
2024,31230560,"to_in_008",20196
2024,31230600,"to_in_001",47997
2024,31230600,"to_in_007",23417
2024,31230600,"to_in_008",24580
2024,31230610,"to_in_001",56280
2024,31230610,"to_in_007",27647
2024,31230610,"to_in_008",28633
2024,31230620,"to_in_001",37872
2024,31230620,"to_in_007",18473
2024,31230620,"to_in_008",19399
2024,31230630,"to_in_001",45054
2024,31230630,"to_in_007",22411
2024,31230630,"to_in_008",22643
2024,31230640,"to_in_001",35183
2024,31230640,"to_in_007",17305
2024,31230640,"to_in_008",17878
2024,31240,"to_in_001",1004079
2024,31240,"to_in_007",532995
2024,31240,"to_in_008",471084
2024,31240120,"to_in_001",108945
2024,31240120,"to_in_007",55239
2024,31240120,"to_in_008",53706
2024,31240130,"to_in_001",21019
2024,31240130,"to_in_007",12424
2024,31240130,"to_in_008",8595
2024,31240140,"to_in_001",99417
2024,31240140,"to_in_007",54652
2024,31240140,"to_in_008",44765
2024,31240150,"to_in_001",64940
2024,31240150,"to_in_007",35792
2024,31240150,"to_in_008",29148
2024,31240310,"to_in_001",6442
2024,31240310,"to_in_007",3397
2024,31240310,"to_in_008",3045
2024,31240330,"to_in_001",8137
2024,31240330,"to_in_007",4747
2024,31240330,"to_in_008",3390
2024,31240350,"to_in_001",9966
2024,31240350,"to_in_007",7099
2024,31240350,"to_in_008",2867
2024,31240360,"to_in_001",11838
2024,31240360,"to_in_007",6963
2024,31240360,"to_in_008",4875
2024,31240370,"to_in_001",8586
2024,31240370,"to_in_007",5297
2024,31240370,"to_in_008",3289
2024,31240380,"to_in_001",15525
2024,31240380,"to_in_007",10820
2024,31240380,"to_in_008",4705
2024,31240390,"to_in_001",15128
2024,31240390,"to_in_007",10400
2024,31240390,"to_in_008",4728
2024,31240420,"to_in_001",6895
2024,31240420,"to_in_007",5112
2024,31240420,"to_in_008",1783
2024,31240430,"to_in_001",14010
2024,31240430,"to_in_007",8859
2024,31240430,"to_in_008",5151
2024,31240520,"to_in_001",50399
2024,31240520,"to_in_007",27270
2024,31240520,"to_in_008",23129
2024,31240530,"to_in_001",36195
2024,31240530,"to_in_007",18649
2024,31240530,"to_in_008",17546
2024,31240540,"to_in_001",22194
2024,31240540,"to_in_007",10720
2024,31240540,"to_in_008",11474
2024,31240550,"to_in_001",36407
2024,31240550,"to_in_007",18427
2024,31240550,"to_in_008",17980
2024,31240560,"to_in_001",16010
2024,31240560,"to_in_007",8072
2024,31240560,"to_in_008",7938
2024,31240570,"to_in_001",28218
2024,31240570,"to_in_007",14954
2024,31240570,"to_in_008",13264
2024,31240600,"to_in_001",33250
2024,31240600,"to_in_007",16238
2024,31240600,"to_in_008",17012
2024,31240610,"to_in_001",48860
2024,31240610,"to_in_007",25375
2024,31240610,"to_in_008",23485
2024,31240620,"to_in_001",39587
2024,31240620,"to_in_007",20430
2024,31240620,"to_in_008",19157
2024,31240640,"to_in_001",51283
2024,31240640,"to_in_007",25575
2024,31240640,"to_in_008",25708
2024,31240650,"to_in_001",45594
2024,31240650,"to_in_007",22951
2024,31240650,"to_in_008",22643
2024,31240670,"to_in_001",26584
2024,31240670,"to_in_007",13341
2024,31240670,"to_in_008",13243
2024,31240691,"to_in_001",55004
2024,31240691,"to_in_007",27582
2024,31240691,"to_in_008",27422
2024,31240700,"to_in_001",43164
2024,31240700,"to_in_007",22227
2024,31240700,"to_in_008",20937
2024,31240710,"to_in_001",36295
2024,31240710,"to_in_007",18195
2024,31240710,"to_in_008",18100
2024,31240720,"to_in_001",44187
2024,31240720,"to_in_007",22188
2024,31240720,"to_in_008",21999
2024,31250,"to_in_001",402335
2024,31250,"to_in_007",207712
2024,31250,"to_in_008",194623
2024,31250120,"to_in_001",54264
2024,31250120,"to_in_007",28787
2024,31250120,"to_in_008",25477
2024,31250140,"to_in_001",25268
2024,31250140,"to_in_007",14190
2024,31250140,"to_in_008",11078
2024,31250340,"to_in_001",10654
2024,31250340,"to_in_007",6300
2024,31250340,"to_in_008",4354
2024,31250350,"to_in_001",15006
2024,31250350,"to_in_007",7579
2024,31250350,"to_in_008",7427
2024,31250360,"to_in_001",1299
2024,31250360,"to_in_007",703
2024,31250360,"to_in_008",596
2024,31250380,"to_in_001",2115
2024,31250380,"to_in_007",1095
2024,31250380,"to_in_008",1020
2024,31250511,"to_in_001",29666
2024,31250511,"to_in_007",15264
2024,31250511,"to_in_008",14402
2024,31250512,"to_in_001",32777
2024,31250512,"to_in_007",16787
2024,31250512,"to_in_008",15990
2024,31250513,"to_in_001",34521
2024,31250513,"to_in_007",17204
2024,31250513,"to_in_008",17317
2024,31250514,"to_in_001",22011
2024,31250514,"to_in_007",10998
2024,31250514,"to_in_008",11013
2024,31250540,"to_in_001",29346
2024,31250540,"to_in_007",15107
2024,31250540,"to_in_008",14239
2024,31250550,"to_in_001",22839
2024,31250550,"to_in_007",11489
2024,31250550,"to_in_008",11350
2024,31250560,"to_in_001",17152
2024,31250560,"to_in_007",8611
2024,31250560,"to_in_008",8541
2024,31250570,"to_in_001",40958
2024,31250570,"to_in_007",20805
2024,31250570,"to_in_008",20153
2024,31250580,"to_in_001",32116
2024,31250580,"to_in_007",16738
2024,31250580,"to_in_008",15378
2024,31250590,"to_in_001",32343
2024,31250590,"to_in_007",16055
2024,31250590,"to_in_008",16288
2024,31260,"to_in_001",293000
2024,31260,"to_in_007",149367
2024,31260,"to_in_008",143633
2024,31260110,"to_in_001",25902
2024,31260110,"to_in_007",13199
2024,31260110,"to_in_008",12703
2024,31260310,"to_in_001",7175
2024,31260310,"to_in_007",4499
2024,31260310,"to_in_008",2676
2024,31260320,"to_in_001",7668
2024,31260320,"to_in_007",4850
2024,31260320,"to_in_008",2818
2024,31260330,"to_in_001",12431
2024,31260330,"to_in_007",7245
2024,31260330,"to_in_008",5186
2024,31260340,"to_in_001",13119
2024,31260340,"to_in_007",6389
2024,31260340,"to_in_008",6730
2024,31260510,"to_in_001",4411
2024,31260510,"to_in_007",2262
2024,31260510,"to_in_008",2149
2024,31260520,"to_in_001",48645
2024,31260520,"to_in_007",23765
2024,31260520,"to_in_008",24880
2024,31260530,"to_in_001",9247
2024,31260530,"to_in_007",5028
2024,31260530,"to_in_008",4219
2024,31260540,"to_in_001",44819
2024,31260540,"to_in_007",22474
2024,31260540,"to_in_008",22345
2024,31260550,"to_in_001",25279
2024,31260550,"to_in_007",12601
2024,31260550,"to_in_008",12678
2024,31260561,"to_in_001",37953
2024,31260561,"to_in_007",19365
2024,31260561,"to_in_008",18588
2024,31260571,"to_in_001",56351
2024,31260571,"to_in_007",27690
2024,31260571,"to_in_008",28661
2024,31270,"to_in_001",157166
2024,31270,"to_in_007",86341
2024,31270,"to_in_008",70825
2024,31270110,"to_in_001",44560
2024,31270110,"to_in_007",22848
2024,31270110,"to_in_008",21712
2024,31270310,"to_in_001",10959
2024,31270310,"to_in_007",6245
2024,31270310,"to_in_008",4714
2024,31270320,"to_in_001",5242
2024,31270320,"to_in_007",3373
2024,31270320,"to_in_008",1869
2024,31270330,"to_in_001",11054
2024,31270330,"to_in_007",7417
2024,31270330,"to_in_008",3637
2024,31270340,"to_in_001",12659
2024,31270340,"to_in_007",7401
2024,31270340,"to_in_008",5258
2024,31270350,"to_in_001",2207
2024,31270350,"to_in_007",1302
2024,31270350,"to_in_008",905
2024,31270360,"to_in_001",4988
2024,31270360,"to_in_007",2812
2024,31270360,"to_in_008",2176
2024,31270370,"to_in_001",9297
2024,31270370,"to_in_007",4740
2024,31270370,"to_in_008",4557
2024,31270380,"to_in_001",5739
2024,31270380,"to_in_007",3054
2024,31270380,"to_in_008",2685
2024,31270390,"to_in_001",7333
2024,31270390,"to_in_007",3961
2024,31270390,"to_in_008",3372
2024,31270400,"to_in_001",2472
2024,31270400,"to_in_007",1272
2024,31270400,"to_in_008",1200
2024,31270410,"to_in_001",3027
2024,31270410,"to_in_007",1745
2024,31270410,"to_in_008",1282
2024,31270510,"to_in_001",19502
2024,31270510,"to_in_007",9888
2024,31270510,"to_in_008",9614
2024,31270520,"to_in_001",18127
2024,31270520,"to_in_007",10283
2024,31270520,"to_in_008",7844
2024,31280,"to_in_001",117477
2024,31280,"to_in_007",60416
2024,31280,"to_in_008",57061
2024,31280110,"to_in_001",15434
2024,31280110,"to_in_007",8275
2024,31280110,"to_in_008",7159
2024,31280310,"to_in_001",4687
2024,31280310,"to_in_007",2445
2024,31280310,"to_in_008",2242
2024,31280330,"to_in_001",5219
2024,31280330,"to_in_007",2851
2024,31280330,"to_in_008",2368
2024,31280340,"to_in_001",2729
2024,31280340,"to_in_007",1401
2024,31280340,"to_in_008",1328
2024,31280350,"to_in_001",2615
2024,31280350,"to_in_007",1400
2024,31280350,"to_in_008",1215
2024,31280360,"to_in_001",6785
2024,31280360,"to_in_007",3538
2024,31280360,"to_in_008",3247
2024,31280370,"to_in_001",4860
2024,31280370,"to_in_007",2468
2024,31280370,"to_in_008",2392
2024,31280380,"to_in_001",4645
2024,31280380,"to_in_007",2378
2024,31280380,"to_in_008",2267
2024,31280390,"to_in_001",5856
2024,31280390,"to_in_007",3023
2024,31280390,"to_in_008",2833
2024,31280510,"to_in_001",20607
2024,31280510,"to_in_007",10509
2024,31280510,"to_in_008",10098
2024,31280520,"to_in_001",26147
2024,31280520,"to_in_007",13199
2024,31280520,"to_in_008",12948
2024,31280530,"to_in_001",17893
2024,31280530,"to_in_007",8929
2024,31280530,"to_in_008",8964
2024,31550,"to_in_001",40386
2024,31550,"to_in_007",21430
2024,31550,"to_in_008",18956
2024,31550110,"to_in_001",7434
2024,31550110,"to_in_007",3934
2024,31550110,"to_in_008",3500
2024,31550120,"to_in_001",17341
2024,31550120,"to_in_007",8933
2024,31550120,"to_in_008",8408
2024,31550310,"to_in_001",2930
2024,31550310,"to_in_007",1568
2024,31550310,"to_in_008",1362
2024,31550320,"to_in_001",4344
2024,31550320,"to_in_007",2450
2024,31550320,"to_in_008",1894
2024,31550330,"to_in_001",2562
2024,31550330,"to_in_007",1458
2024,31550330,"to_in_008",1104
2024,31550340,"to_in_001",1603
2024,31550340,"to_in_007",878
2024,31550340,"to_in_008",725
2024,31550350,"to_in_001",931
2024,31550350,"to_in_007",504
2024,31550350,"to_in_008",427
2024,31550360,"to_in_001",2382
2024,31550360,"to_in_007",1243
2024,31550360,"to_in_008",1139
2024,31550370,"to_in_001",154
2024,31550370,"to_in_007",88
2024,31550370,"to_in_008",66
2024,31550380,"to_in_001",705
2024,31550380,"to_in_007",374
2024,31550380,"to_in_008",331
2024,31570,"to_in_001",60384
2024,31570,"to_in_007",30865
2024,31570,"to_in_008",29519
2024,31570110,"to_in_001",20354
2024,31570110,"to_in_007",10274
2024,31570110,"to_in_008",10080
2024,31570310,"to_in_001",9876
2024,31570310,"to_in_007",4974
2024,31570310,"to_in_008",4902
2024,31570320,"to_in_001",12694
2024,31570320,"to_in_007",6436
2024,31570320,"to_in_008",6258
2024,31570330,"to_in_001",5179
2024,31570330,"to_in_007",2724
2024,31570330,"to_in_008",2455
2024,31570350,"to_in_001",3361
2024,31570350,"to_in_007",1737
2024,31570350,"to_in_008",1624
2024,31570360,"to_in_001",8920
2024,31570360,"to_in_007",4720
2024,31570360,"to_in_008",4200
2024,31580,"to_in_001",121622
2024,31580,"to_in_007",60847
2024,31580,"to_in_008",60775
2024,31580110,"to_in_001",36233
2024,31580110,"to_in_007",17994
2024,31580110,"to_in_008",18239
2024,31580310,"to_in_001",9549
2024,31580310,"to_in_007",4744
2024,31580310,"to_in_008",4805
2024,31580320,"to_in_001",4452
2024,31580320,"to_in_007",2198
2024,31580320,"to_in_008",2254
2024,31580330,"to_in_001",13453
2024,31580330,"to_in_007",6716
2024,31580330,"to_in_008",6737
2024,31580340,"to_in_001",7596
2024,31580340,"to_in_007",3860
2024,31580340,"to_in_008",3736
2024,31580350,"to_in_001",8900
2024,31580350,"to_in_007",4421
2024,31580350,"to_in_008",4479
2024,31580360,"to_in_001",3733
2024,31580360,"to_in_007",1896
2024,31580360,"to_in_008",1837
2024,31580370,"to_in_001",3739
2024,31580370,"to_in_007",1909
2024,31580370,"to_in_008",1830
2024,31580380,"to_in_001",4311
2024,31580380,"to_in_007",2190
2024,31580380,"to_in_008",2121
2024,31580390,"to_in_001",6723
2024,31580390,"to_in_007",3391
2024,31580390,"to_in_008",3332
2024,31580400,"to_in_001",18087
2024,31580400,"to_in_007",9033
2024,31580400,"to_in_008",9054
2024,31580410,"to_in_001",4846
2024,31580410,"to_in_007",2495
2024,31580410,"to_in_008",2351
2024,32,"to_in_001",1522881
2024,32,"to_in_007",768885
2024,32,"to_in_008",753996
2024,32010,"to_in_001",291783
2024,32010,"to_in_007",143692
2024,32010,"to_in_008",148091
2024,32010110,"to_in_001",7325
2024,32010110,"to_in_007",3667
2024,32010110,"to_in_008",3658
2024,32010310,"to_in_001",19678
2024,32010310,"to_in_007",9462
2024,32010310,"to_in_008",10216
2024,32010320,"to_in_001",1514
2024,32010320,"to_in_007",845
2024,32010320,"to_in_008",669
2024,32010330,"to_in_001",2478
2024,32010330,"to_in_007",1267
2024,32010330,"to_in_008",1211
2024,32010340,"to_in_001",16451
2024,32010340,"to_in_007",8163
2024,32010340,"to_in_008",8288
2024,32010350,"to_in_001",991
2024,32010350,"to_in_007",513
2024,32010350,"to_in_008",478
2024,32010360,"to_in_001",3514
2024,32010360,"to_in_007",1824
2024,32010360,"to_in_008",1690
2024,32010370,"to_in_001",3645
2024,32010370,"to_in_007",1790
2024,32010370,"to_in_008",1855
2024,32010380,"to_in_001",2226
2024,32010380,"to_in_007",1089
2024,32010380,"to_in_008",1137
2024,32010390,"to_in_001",915
2024,32010390,"to_in_007",496
2024,32010390,"to_in_008",419
2024,32010520,"to_in_001",4377
2024,32010520,"to_in_007",2342
2024,32010520,"to_in_008",2035
2024,32010530,"to_in_001",2554
2024,32010530,"to_in_007",1239
2024,32010530,"to_in_008",1315
2024,32010540,"to_in_001",5291
2024,32010540,"to_in_007",2596
2024,32010540,"to_in_008",2695
2024,32010570,"to_in_001",8877
2024,32010570,"to_in_007",4441
2024,32010570,"to_in_008",4436
2024,32010580,"to_in_001",8603
2024,32010580,"to_in_007",4215
2024,32010580,"to_in_008",4388
2024,32010600,"to_in_001",13742
2024,32010600,"to_in_007",6736
2024,32010600,"to_in_008",7006
2024,32010610,"to_in_001",13785
2024,32010610,"to_in_007",6528
2024,32010610,"to_in_008",7257
2024,32010620,"to_in_001",19084
2024,32010620,"to_in_007",9081
2024,32010620,"to_in_008",10003
2024,32010630,"to_in_001",4027
2024,32010630,"to_in_007",2013
2024,32010630,"to_in_008",2014
2024,32010640,"to_in_001",18027
2024,32010640,"to_in_007",9625
2024,32010640,"to_in_008",8402
2024,32010650,"to_in_001",5133
2024,32010650,"to_in_007",2619
2024,32010650,"to_in_008",2514
2024,32010660,"to_in_001",33499
2024,32010660,"to_in_007",16462
2024,32010660,"to_in_008",17037
2024,32010670,"to_in_001",45855
2024,32010670,"to_in_007",21980
2024,32010670,"to_in_008",23875
2024,32010680,"to_in_001",25065
2024,32010680,"to_in_007",12228
2024,32010680,"to_in_008",12837
2024,32010710,"to_in_001",25127
2024,32010710,"to_in_007",12471
2024,32010710,"to_in_008",12656
2024,32020,"to_in_001",365720
2024,32020,"to_in_007",181358
2024,32020,"to_in_008",184362
2024,32020110,"to_in_001",19008
2024,32020110,"to_in_007",9552
2024,32020110,"to_in_008",9456
2024,32020310,"to_in_001",7910
2024,32020310,"to_in_007",4174
2024,32020310,"to_in_008",3736
2024,32020320,"to_in_001",3246
2024,32020320,"to_in_007",1700
2024,32020320,"to_in_008",1546
2024,32020330,"to_in_001",32084
2024,32020330,"to_in_007",15815
2024,32020330,"to_in_008",16269
2024,32020340,"to_in_001",2149
2024,32020340,"to_in_007",1100
2024,32020340,"to_in_008",1049
2024,32020350,"to_in_001",2026
2024,32020350,"to_in_007",1055
2024,32020350,"to_in_008",971
2024,32020360,"to_in_001",14878
2024,32020360,"to_in_007",7908
2024,32020360,"to_in_008",6970
2024,32020370,"to_in_001",7038
2024,32020370,"to_in_007",3736
2024,32020370,"to_in_008",3302
2024,32020380,"to_in_001",3392
2024,32020380,"to_in_007",1771
2024,32020380,"to_in_008",1621
2024,32020510,"to_in_001",2337
2024,32020510,"to_in_007",1177
2024,32020510,"to_in_008",1160
2024,32020520,"to_in_001",3755
2024,32020520,"to_in_007",1763
2024,32020520,"to_in_008",1992
2024,32020530,"to_in_001",11832
2024,32020530,"to_in_007",5636
2024,32020530,"to_in_008",6196
2024,32020540,"to_in_001",7669
2024,32020540,"to_in_007",3600
2024,32020540,"to_in_008",4069
2024,32020550,"to_in_001",17906
2024,32020550,"to_in_007",8666
2024,32020550,"to_in_008",9240
2024,32020560,"to_in_001",41902
2024,32020560,"to_in_007",20548
2024,32020560,"to_in_008",21354
2024,32020570,"to_in_001",8376
2024,32020570,"to_in_007",3926
2024,32020570,"to_in_008",4450
2024,32020580,"to_in_001",4211
2024,32020580,"to_in_007",2053
2024,32020580,"to_in_008",2158
2024,32020600,"to_in_001",27169
2024,32020600,"to_in_007",13214
2024,32020600,"to_in_008",13955
2024,32020610,"to_in_001",15428
2024,32020610,"to_in_007",8426
2024,32020610,"to_in_008",7002
2024,32020620,"to_in_001",12430
2024,32020620,"to_in_007",6215
2024,32020620,"to_in_008",6215
2024,32020630,"to_in_001",23387
2024,32020630,"to_in_007",11737
2024,32020630,"to_in_008",11650
2024,32020640,"to_in_001",7271
2024,32020640,"to_in_007",3554
2024,32020640,"to_in_008",3717
2024,32020660,"to_in_001",8567
2024,32020660,"to_in_007",4189
2024,32020660,"to_in_008",4378
2024,32020670,"to_in_001",35766
2024,32020670,"to_in_007",17480
2024,32020670,"to_in_008",18286
2024,32020680,"to_in_001",45983
2024,32020680,"to_in_007",22363
2024,32020680,"to_in_008",23620
2024,32030,"to_in_001",212352
2024,32030,"to_in_007",106007
2024,32030,"to_in_008",106345
2024,32030110,"to_in_001",15482
2024,32030110,"to_in_007",7778
2024,32030110,"to_in_008",7704
2024,32030310,"to_in_001",3392
2024,32030310,"to_in_007",1711
2024,32030310,"to_in_008",1681
2024,32030320,"to_in_001",1400
2024,32030320,"to_in_007",721
2024,32030320,"to_in_008",679
2024,32030330,"to_in_001",4153
2024,32030330,"to_in_007",2056
2024,32030330,"to_in_008",2097
2024,32030340,"to_in_001",3905
2024,32030340,"to_in_007",2068
2024,32030340,"to_in_008",1837
2024,32030350,"to_in_001",3196
2024,32030350,"to_in_007",1656
2024,32030350,"to_in_008",1540
2024,32030360,"to_in_001",5493
2024,32030360,"to_in_007",2752
2024,32030360,"to_in_008",2741
2024,32030370,"to_in_001",6339
2024,32030370,"to_in_007",3176
2024,32030370,"to_in_008",3163
2024,32030510,"to_in_001",15321
2024,32030510,"to_in_007",7298
2024,32030510,"to_in_008",8023
2024,32030520,"to_in_001",4495
2024,32030520,"to_in_007",2122
2024,32030520,"to_in_008",2373
2024,32030540,"to_in_001",3198
2024,32030540,"to_in_007",1646
2024,32030540,"to_in_008",1552
2024,32030550,"to_in_001",24393
2024,32030550,"to_in_007",11960
2024,32030550,"to_in_008",12433
2024,32030560,"to_in_001",7062
2024,32030560,"to_in_007",3563
2024,32030560,"to_in_008",3499
2024,32030570,"to_in_001",10535
2024,32030570,"to_in_007",5115
2024,32030570,"to_in_008",5420
2024,32030580,"to_in_001",11518
2024,32030580,"to_in_007",5738
2024,32030580,"to_in_008",5780
2024,32030590,"to_in_001",4428
2024,32030590,"to_in_007",2180
2024,32030590,"to_in_008",2248
2024,32030600,"to_in_001",9358
2024,32030600,"to_in_007",4509
2024,32030600,"to_in_008",4849
2024,32030610,"to_in_001",22213
2024,32030610,"to_in_007",11602
2024,32030610,"to_in_008",10611
2024,32030620,"to_in_001",16279
2024,32030620,"to_in_007",8151
2024,32030620,"to_in_008",8128
2024,32030650,"to_in_001",26437
2024,32030650,"to_in_007",13055
2024,32030650,"to_in_008",13382
2024,32030670,"to_in_001",13755
2024,32030670,"to_in_007",7150
2024,32030670,"to_in_008",6605
2024,32040,"to_in_001",85673
2024,32040,"to_in_007",43555
2024,32040,"to_in_008",42118
2024,32040510,"to_in_001",28804
2024,32040510,"to_in_007",14214
2024,32040510,"to_in_008",14590
2024,32040520,"to_in_001",3325
2024,32040520,"to_in_007",1840
2024,32040520,"to_in_008",1485
2024,32040530,"to_in_001",20073
2024,32040530,"to_in_007",10394
2024,32040530,"to_in_008",9679
2024,32040540,"to_in_001",4551
2024,32040540,"to_in_007",2231
2024,32040540,"to_in_008",2320
2024,32040550,"to_in_001",4614
2024,32040550,"to_in_007",2321
2024,32040550,"to_in_008",2293
2024,32040570,"to_in_001",2903
2024,32040570,"to_in_007",1494
2024,32040570,"to_in_008",1409
2024,32040590,"to_in_001",2842
2024,32040590,"to_in_007",1529
2024,32040590,"to_in_008",1313
2024,32040600,"to_in_001",12950
2024,32040600,"to_in_007",6667
2024,32040600,"to_in_008",6283
2024,32040630,"to_in_001",3190
2024,32040630,"to_in_007",1588
2024,32040630,"to_in_008",1602
2024,32040650,"to_in_001",2421
2024,32040650,"to_in_007",1277
2024,32040650,"to_in_008",1144
2024,32050,"to_in_001",37590
2024,32050,"to_in_007",19009
2024,32050,"to_in_008",18581
2024,32050510,"to_in_001",7271
2024,32050510,"to_in_007",3631
2024,32050510,"to_in_008",3640
2024,32050520,"to_in_001",3740
2024,32050520,"to_in_007",1931
2024,32050520,"to_in_008",1809
2024,32050530,"to_in_001",4942
2024,32050530,"to_in_007",2486
2024,32050530,"to_in_008",2456
2024,32050540,"to_in_001",11307
2024,32050540,"to_in_007",5744
2024,32050540,"to_in_008",5563
2024,32050550,"to_in_001",2141
2024,32050550,"to_in_007",1119
2024,32050550,"to_in_008",1022
2024,32050560,"to_in_001",3148
2024,32050560,"to_in_007",1558
2024,32050560,"to_in_008",1590
2024,32050580,"to_in_001",1717
2024,32050580,"to_in_007",905
2024,32050580,"to_in_008",812
2024,32050620,"to_in_001",3324
2024,32050620,"to_in_007",1635
2024,32050620,"to_in_008",1689
2024,32060,"to_in_001",79758
2024,32060,"to_in_007",39710
2024,32060,"to_in_008",40048
2024,32060510,"to_in_001",4308
2024,32060510,"to_in_007",2234
2024,32060510,"to_in_008",2074
2024,32060520,"to_in_001",5133
2024,32060520,"to_in_007",2561
2024,32060520,"to_in_008",2572
2024,32060540,"to_in_001",5322
2024,32060540,"to_in_007",2656
2024,32060540,"to_in_008",2666
2024,32060560,"to_in_001",8612
2024,32060560,"to_in_007",4255
2024,32060560,"to_in_008",4357
2024,32060570,"to_in_001",19990
2024,32060570,"to_in_007",9964
2024,32060570,"to_in_008",10026
2024,32060580,"to_in_001",28560
2024,32060580,"to_in_007",13905
2024,32060580,"to_in_008",14655
2024,32060590,"to_in_001",4871
2024,32060590,"to_in_007",2606
2024,32060590,"to_in_008",2265
2024,32060600,"to_in_001",2962
2024,32060600,"to_in_007",1529
2024,32060600,"to_in_008",1433
2024,32070,"to_in_001",62953
2024,32070,"to_in_007",32798
2024,32070,"to_in_008",30155
2024,32070110,"to_in_001",9001
2024,32070110,"to_in_007",4609
2024,32070110,"to_in_008",4392
2024,32070120,"to_in_001",4576
2024,32070120,"to_in_007",2449
2024,32070120,"to_in_008",2127
2024,32070310,"to_in_001",4894
2024,32070310,"to_in_007",2582
2024,32070310,"to_in_008",2312
2024,32070320,"to_in_001",1238
2024,32070320,"to_in_007",671
2024,32070320,"to_in_008",567
2024,32070330,"to_in_001",641
2024,32070330,"to_in_007",336
2024,32070330,"to_in_008",305
2024,32070340,"to_in_001",1625
2024,32070340,"to_in_007",837
2024,32070340,"to_in_008",788
2024,32070350,"to_in_001",627
2024,32070350,"to_in_007",320
2024,32070350,"to_in_008",307
2024,32070360,"to_in_001",623
2024,32070360,"to_in_007",342
2024,32070360,"to_in_008",281
2024,32070510,"to_in_001",6356
2024,32070510,"to_in_007",3184
2024,32070510,"to_in_008",3172
2024,32070520,"to_in_001",7108
2024,32070520,"to_in_007",3495
2024,32070520,"to_in_008",3613
2024,32070530,"to_in_001",16788
2024,32070530,"to_in_007",9074
2024,32070530,"to_in_008",7714
2024,32070540,"to_in_001",9476
2024,32070540,"to_in_007",4899
2024,32070540,"to_in_008",4577
2024,32510,"to_in_001",65719
2024,32510,"to_in_007",34252
2024,32510,"to_in_008",31467
2024,32510110,"to_in_001",32791
2024,32510110,"to_in_007",16652
2024,32510110,"to_in_008",16139
2024,32510310,"to_in_001",4176
2024,32510310,"to_in_007",2235
2024,32510310,"to_in_008",1941
2024,32510320,"to_in_001",2343
2024,32510320,"to_in_007",1214
2024,32510320,"to_in_008",1129
2024,32510330,"to_in_001",2317
2024,32510330,"to_in_007",1230
2024,32510330,"to_in_008",1087
2024,32510340,"to_in_001",3602
2024,32510340,"to_in_007",1857
2024,32510340,"to_in_008",1745
2024,32510360,"to_in_001",5498
2024,32510360,"to_in_007",2958
2024,32510360,"to_in_008",2540
2024,32510370,"to_in_001",3864
2024,32510370,"to_in_007",2103
2024,32510370,"to_in_008",1761
2024,32510380,"to_in_001",3999
2024,32510380,"to_in_007",2091
2024,32510380,"to_in_008",1908
2024,32510390,"to_in_001",3244
2024,32510390,"to_in_007",1854
2024,32510390,"to_in_008",1390
2024,32510400,"to_in_001",3885
2024,32510400,"to_in_007",2058
2024,32510400,"to_in_008",1827
2024,32520,"to_in_001",45947
2024,32520,"to_in_007",23881
2024,32520,"to_in_008",22066
2024,32520110,"to_in_001",20379
2024,32520110,"to_in_007",10260
2024,32520110,"to_in_008",10119
2024,32520310,"to_in_001",4485
2024,32520310,"to_in_007",2454
2024,32520310,"to_in_008",2031
2024,32520320,"to_in_001",3269
2024,32520320,"to_in_007",1716
2024,32520320,"to_in_008",1553
2024,32520330,"to_in_001",6177
2024,32520330,"to_in_007",3335
2024,32520330,"to_in_008",2842
2024,32520340,"to_in_001",2386
2024,32520340,"to_in_007",1239
2024,32520340,"to_in_008",1147
2024,32520350,"to_in_001",2316
2024,32520350,"to_in_007",1194
2024,32520350,"to_in_008",1122
2024,32520360,"to_in_001",3278
2024,32520360,"to_in_007",1715
2024,32520360,"to_in_008",1563
2024,32520370,"to_in_001",1923
2024,32520370,"to_in_007",1045
2024,32520370,"to_in_008",878
2024,32520380,"to_in_001",1734
2024,32520380,"to_in_007",923
2024,32520380,"to_in_008",811
2024,32530,"to_in_001",35449
2024,32530,"to_in_007",18357
2024,32530,"to_in_008",17092
2024,32530110,"to_in_001",19278
2024,32530110,"to_in_007",9840
2024,32530110,"to_in_008",9438
2024,32530120,"to_in_001",996
2024,32530120,"to_in_007",530
2024,32530120,"to_in_008",466
2024,32530330,"to_in_001",1898
2024,32530330,"to_in_007",996
2024,32530330,"to_in_008",902
2024,32530340,"to_in_001",2042
2024,32530340,"to_in_007",1069
2024,32530340,"to_in_008",973
2024,32530360,"to_in_001",3632
2024,32530360,"to_in_007",1849
2024,32530360,"to_in_008",1783
2024,32530380,"to_in_001",1715
2024,32530380,"to_in_007",908
2024,32530380,"to_in_008",807
2024,32530390,"to_in_001",2589
2024,32530390,"to_in_007",1425
2024,32530390,"to_in_008",1164
2024,32530400,"to_in_001",1968
2024,32530400,"to_in_007",1024
2024,32530400,"to_in_008",944
2024,32530410,"to_in_001",1331
2024,32530410,"to_in_007",716
2024,32530410,"to_in_008",615
2024,32540,"to_in_001",39016
2024,32540,"to_in_007",20253
2024,32540,"to_in_008",18763
2024,32540110,"to_in_001",8011
